Service_Quality,Ticket_Resolution_Speed,Website_Ease_of_Use,Mobile_App_Experience,Escalation_Handling,Value_Adds,Customer_Support_Responsiveness,Transparency_in_Policy,Trust_in_Company,Technical_Issue_Frequency,Would_Recommend,Use_Again,Overall_IT_Support,CSI_Index,Customer_Feedback,Sentiment_Score,CSI_Score
poor,excellent,average,good,excellent,average,good,,,,yes,,Good,medium,,0.6077462570000001,72.506232601
,,,poor,poor,average,good,average,yes,Always,,no,,low,State your affect lot carry agency marriage glass themselves while nearly himself writer.,-0.444760172,63.242924634000005
average,poor,excellent,average,,average,excellent,excellent,,Sometimes,yes,no,,medium,Economy kitchen surface rise nature eat black.,-0.42320820600000003,75.45717652
very poor,average,,good,very poor,excellent,average,very poor,yes,,,,Bad,medium,,-0.5366955440000001,83.049617187
good,excellent,excellent,poor,very poor,average,excellent,,yes,Sometimes,,no,Good,high,Join air threat well model reveal continue court this event fall name.,0.223050499,97.276247596
excellent,,poor,,poor,good,good,good,yes,,no,no,Good,low,,-0.747598199,55.587044934
excellent,average,good,poor,excellent,good,poor,poor,yes,Never,,no,Very Good,medium,Thank off that popular outside leave director stock on though.,0.37634210900000004,79.39906422300001
good,poor,average,very poor,very poor,very poor,poor,very poor,yes,Sometimes,no,,Very Good,medium,Her trade interest show stuff son.,-0.319488987,78.70987593900001
excellent,poor,poor,excellent,average,excellent,poor,average,yes,Always,no,,Good,high,,-0.519058523,90.4372811
average,,good,good,poor,,average,,no,Often,no,no,Good,medium,,0.476284592,73.53643007699999
average,average,excellent,very poor,poor,very poor,excellent,,,Never,,no,Bad,low,Create meet become only term piece yes.,-0.314456356,54.736154586000005
,very poor,average,good,excellent,very poor,poor,excellent,,Sometimes,no,no,Neutral,low,,-0.625837119,60.820187913
poor,average,excellent,good,poor,very poor,good,very poor,yes,Always,yes,no,Neutral,low,,-0.7341721480000001,60.556155974999996
poor,average,poor,poor,average,,average,average,yes,Always,,no,Very Good,low,,-0.026029899000000023,61.021962423
average,poor,very poor,poor,excellent,good,very poor,good,yes,Sometimes,no,,Good,low,,0.682880063,55.796302593
good,good,poor,,very poor,very poor,excellent,average,,Never,,no,Neutral,medium,,-0.227224641,84.34032522300001
excellent,,poor,poor,,good,,excellent,,,yes,,Very Bad,low,,-0.954175233,58.3826277
average,,poor,good,excellent,excellent,average,excellent,no,Never,,no,Good,high,,0.694168365,100.0
excellent,poor,excellent,poor,excellent,excellent,average,very poor,,Sometimes,,,Good,low,,0.655570182,58.85648656800001
average,good,good,average,good,poor,average,,yes,Often,,yes,Very Bad,low,,-0.784591431,64.88123589
poor,poor,,excellent,excellent,,excellent,excellent,yes,Often,,no,Good,medium,Pretty model writer themselves way officer.,0.786948709,75.980645829
,very poor,excellent,,excellent,poor,,poor,yes,Always,yes,no,Very Bad,low,,0.35812463999999994,56.700133902000005
good,,poor,good,excellent,poor,,poor,,Sometimes,,,,low,,-1.0,54.665357832
good,excellent,,poor,excellent,average,excellent,,yes,Often,no,,Good,high,,0.215463606,99.636971313
good,average,poor,poor,excellent,poor,very poor,good,,Never,no,,,medium,,-0.073217219,80.03580786
good,,poor,very poor,average,,very poor,poor,yes,Never,yes,no,,low,,-0.29533337000000004,65.784878955
very poor,poor,average,poor,poor,excellent,good,poor,yes,Never,no,no,Good,low,,-0.5177213780000001,68.80293336599999
good,average,very poor,good,poor,very poor,average,average,,Often,no,yes,Neutral,low,,-0.078541516,50.0
excellent,,average,average,good,average,poor,average,yes,Never,,no,Good,low,,0.691129831,52.32063526
good,excellent,average,,poor,excellent,average,average,no,Often,no,,Very Good,medium,,0.634987509,76.016836819
very poor,poor,,very poor,,good,good,good,,,yes,,,low,,-1.0,50.678637912000006
poor,excellent,poor,very poor,excellent,average,very poor,very poor,yes,Always,no,yes,Very Good,low,,0.655915896,50.0
poor,excellent,,good,very poor,,poor,,yes,Often,yes,yes,Very Good,low,,-1.0,68.854036014
,excellent,very poor,very poor,excellent,excellent,,excellent,no,Sometimes,yes,,Bad,low,,-0.47013527799999993,64.904391398
average,average,average,excellent,,poor,,good,yes,Never,yes,no,Good,medium,Account claim worker experience new view stand somebody owner activity.,0.92038292,72.13976781
poor,very poor,average,poor,good,average,,very poor,no,Sometimes,no,,Bad,medium,,-0.220319135,78.078768948
poor,,good,poor,good,,very poor,very poor,yes,Never,,no,Very Good,medium,,-0.23372215300000002,72.22789428300001
poor,average,,average,very poor,,,poor,,Sometimes,,,,medium,,0.071293985,80.188017363
excellent,,excellent,very poor,good,very poor,very poor,average,yes,Sometimes,no,,Bad,low,,-0.200649121,50.0
average,average,good,very poor,,,good,good,no,,no,no,,low,,-0.842620852,50.0
excellent,very poor,average,good,poor,average,average,good,no,Sometimes,no,yes,Very Good,low,,-0.872482642,50.0
good,average,very poor,good,average,good,average,poor,yes,,no,,Bad,medium,,-0.622501979,75.033566379
very poor,,good,excellent,good,very poor,good,,no,Sometimes,no,,Good,medium,,0.498269959,85.859907255
very poor,poor,average,very poor,average,average,very poor,poor,no,,,,Bad,low,,0.40402143500000004,50.0
average,excellent,very poor,poor,good,,average,,,Often,yes,,Very Bad,low,,-0.717305621,65.863794294
excellent,excellent,,excellent,,very poor,excellent,average,yes,Never,,,Bad,low,,0.345320918,66.55263551200001
average,,poor,poor,good,average,average,average,no,Never,,,,low,,-0.688520511,62.961279984
good,,very poor,average,poor,excellent,poor,good,yes,Always,,no,Very Bad,low,,-0.402574581,69.91159716000001
very poor,poor,,,good,poor,average,poor,yes,Often,no,no,,medium,Whatever three meet person front about than generation forward space available who me.,0.363093539,86.297203377
,average,,very poor,,,average,excellent,,Never,,yes,Very Good,medium,,0.537544684,83.62254911
,average,average,poor,,average,,poor,no,Never,yes,,Bad,medium,,-0.19429093800000002,80.666146926
,poor,poor,poor,average,excellent,good,good,no,Sometimes,yes,,Bad,low,,0.39706928699999994,50.0
very poor,,excellent,good,very poor,good,average,,,Always,,no,Good,low,Do door seem month available why star consumer walk add dinner.,-0.9962550240000001,68.6055168
very poor,,average,good,poor,excellent,excellent,excellent,no,Sometimes,no,yes,Very Good,high,,0.676347413,100.0
very poor,very poor,excellent,very poor,very poor,average,excellent,average,yes,Always,no,yes,Very Good,medium,,-0.509726213,70.37834211900001
excellent,good,average,,,,poor,average,yes,Often,,yes,Very Good,medium,,0.692951925,77.83016191
,average,poor,good,,good,excellent,excellent,yes,Often,,no,Very Good,high,,0.545626641,95.146314582
very poor,good,poor,very poor,very poor,excellent,excellent,very poor,yes,Often,yes,yes,Good,low,,-1.0,60.285557835000006
very poor,good,very poor,average,very poor,excellent,,very poor,,Often,,,Good,low,Financial five money doctor follow world anyone.,-0.477947342,68.74128765
good,,excellent,poor,excellent,very poor,good,poor,yes,Often,,no,Bad,low,Drop kitchen money sense learn loss defense everything floor.,-0.6116986010000001,57.38725359
excellent,very poor,good,excellent,average,poor,very poor,excellent,,Sometimes,no,,Very Good,low,,-0.28709766,59.69398375
very poor,average,poor,good,very poor,good,excellent,very poor,,Sometimes,no,yes,Very Good,medium,,-0.020984169000000025,80.545799556
,good,,excellent,average,,good,very poor,yes,Never,yes,no,Good,low,Believe away successful maintain fly west.,0.807335755,56.82079477
average,poor,average,poor,good,very poor,poor,very poor,no,,yes,no,Very Bad,low,,-0.021071580000000006,61.657967060999994
average,very poor,poor,average,very poor,poor,average,,no,,yes,,Good,medium,,0.760968893,82.958541633
very poor,,excellent,excellent,poor,very poor,poor,very poor,no,,no,no,Neutral,medium,,-0.09466217000000002,76.83218113500001
excellent,,excellent,good,,good,good,very poor,yes,Sometimes,no,,,low,,0.513951049,62.050295934000005
good,very poor,,good,excellent,average,good,poor,no,Often,,no,Neutral,low,Throughout newspaper score write relate professor respond.,-0.8549303640000001,62.58391096500001
excellent,excellent,poor,excellent,excellent,good,very poor,,yes,,,yes,Neutral,high,Institution remember nice unit doctor successful.,-0.248523206,100.0
very poor,very poor,excellent,good,,excellent,excellent,very poor,no,Never,no,yes,Very Good,medium,,0.016603388,78.70650602
,excellent,very poor,average,average,very poor,,good,yes,,,no,Good,low,,-0.389768157,60.095440512
excellent,average,very poor,excellent,excellent,poor,poor,average,,Never,,,Good,low,,-0.428184335,52.51907371
excellent,poor,excellent,good,average,,average,very poor,yes,Often,no,,Bad,low,,-0.536278724,50.24085921
good,average,very poor,poor,very poor,good,poor,poor,yes,Never,,yes,Neutral,medium,Away next concern could make manage.,-0.5003226700000001,87.996633327
poor,good,good,very poor,excellent,very poor,very poor,,no,,no,,Very Good,low,,-0.9710712910000001,50.619636945
very poor,very poor,,,average,,poor,excellent,,Sometimes,no,no,Very Good,medium,,-1.0,78.969578913
good,average,good,good,poor,good,poor,average,,,,no,,medium,,-0.7213840490000001,79.863210072
good,good,poor,,,good,very poor,excellent,yes,Often,no,no,Neutral,low,,-0.8232556950000001,50.0
good,,good,average,,,excellent,excellent,yes,Never,yes,,Very Bad,medium,Drive space offer bar process worry.,0.7407133699999999,80.129751064
excellent,very poor,average,good,good,,,average,no,Often,,yes,Good,low,,0.922786195,58.82319063
very poor,average,,poor,very poor,excellent,average,excellent,,Sometimes,yes,,Very Bad,low,,-0.6912035430000001,50.0
average,average,excellent,poor,very poor,poor,good,very poor,yes,Sometimes,,,,medium,,-1.0,85.658745123
,average,poor,good,excellent,excellent,poor,good,no,Often,no,,Bad,medium,End director direction care follow town poor.,0.203718438,86.34670674
poor,excellent,poor,poor,,poor,,excellent,yes,,no,,Bad,low,,-1.0,50.0
good,average,good,poor,very poor,poor,excellent,average,no,Never,no,,Very Bad,low,Eight without just myself organization against road political.,-0.94944326,67.75076111400001
good,good,poor,poor,poor,,good,very poor,,Never,no,no,Bad,medium,,-1.0,71.893901124
poor,excellent,poor,average,average,average,poor,average,yes,Often,no,yes,Neutral,medium,,0.427319916,89.370563409
good,average,very poor,excellent,good,good,excellent,poor,yes,Never,no,no,Neutral,low,,-0.495139693,64.55686566
average,poor,excellent,average,very poor,,average,poor,no,Always,yes,yes,,low,,0.465942017,54.182042865
good,very poor,poor,poor,excellent,average,good,,,Never,no,yes,,medium,Should whose thought pay third million field watch far.,-1.0,80.251857018
average,,good,average,average,average,excellent,poor,yes,,no,yes,Good,low,,-0.008536952,53.9981969
,good,poor,excellent,good,excellent,excellent,good,yes,Sometimes,,yes,,low,,0.36345273499999997,66.10922597400001
good,very poor,very poor,poor,,good,excellent,good,no,Sometimes,no,no,Very Bad,low,,0.343043108,50.0
,poor,poor,very poor,excellent,poor,good,good,no,Never,no,yes,Very Bad,medium,,0.407036687,79.930732905
poor,very poor,very poor,good,very poor,very poor,,very poor,yes,Often,no,no,Good,medium,,-0.578328729,81.24390081
good,excellent,poor,good,excellent,good,,excellent,yes,Always,yes,yes,Very Bad,medium,,1.0,85.115484245
very poor,good,poor,excellent,very poor,average,,very poor,yes,Often,no,yes,Bad,low,,-0.48956378500000003,69.296260221
good,good,very poor,,good,very poor,average,excellent,no,Never,no,,,medium,,0.29620827,76.54563986400001
good,,excellent,good,excellent,very poor,poor,good,yes,,no,yes,Bad,low,Lot magazine present major blood Democrat than serious.,-0.776023395,61.32635915
excellent,very poor,good,excellent,good,poor,good,good,no,Sometimes,,yes,Good,high,Citizen end plan star avoid nation ten though place realize age.,0.178257738,94.34340989
average,poor,,excellent,good,average,very poor,very poor,yes,Never,no,,,low,,0.07895286299999998,58.77347782500001
very poor,poor,poor,very poor,very poor,good,,very poor,,Always,yes,no,,low,,0.5860074070000001,54.652794354
average,average,poor,very poor,very poor,very poor,,average,yes,,no,yes,Very Bad,low,Interview activity begin company best want laugh political already.,0.137345752,52.494695901
very poor,good,excellent,excellent,,poor,average,poor,yes,Never,yes,,Good,medium,Bring place election he fill fish.,0.281093561,72.40958731799999
average,poor,very poor,,,good,poor,,yes,Always,yes,yes,Very Good,low,,0.019589096,53.568862839000005
average,,average,average,,good,average,very poor,,,no,yes,Good,medium,,-0.865704737,80.026897878
average,,,excellent,average,good,poor,poor,no,Often,no,yes,,medium,Protect hand stand team message court could.,0.34445506,86.779267938
average,,good,good,good,excellent,very poor,average,yes,Often,yes,no,Very Good,high,,0.256059369,97.73878604
average,excellent,good,excellent,excellent,poor,,excellent,,,yes,no,Good,medium,Cover finish trade case call dinner exactly which quality determine.,0.8781420500000001,81.453780474
excellent,,average,excellent,poor,good,good,poor,no,Always,no,,,high,,-0.691782098,98.33752985
average,poor,average,very poor,good,average,good,very poor,,Always,yes,no,Very Good,medium,,-0.260326326,79.362150138
good,good,poor,very poor,,excellent,excellent,good,,Never,yes,,Very Good,low,,-0.904045516,50.17906542
good,poor,very poor,excellent,poor,good,average,poor,yes,Often,no,yes,Very Good,medium,,0.5153685450000001,89.845075053
excellent,good,poor,poor,average,very poor,excellent,very poor,no,Sometimes,,,Neutral,medium,,0.40983550900000004,81.700829271
poor,excellent,good,poor,,good,average,average,yes,Often,,,Very Good,low,,-0.078788167,54.642233484
good,average,excellent,poor,,poor,very poor,poor,,Often,no,,Neutral,medium,Wonder break value president rule standard could stock worker form process want new.,-1.0,75.147782544
excellent,,very poor,poor,very poor,poor,very poor,,,Sometimes,no,no,Very Bad,medium,Financial why soldier also statement work reason skin table.,-0.82080291,75.513476646
poor,poor,poor,average,excellent,very poor,excellent,poor,,Sometimes,,no,,medium,Oil red include together green nothing that paper economic public view.,-0.07580716400000001,70.265819718
average,very poor,good,excellent,good,average,excellent,excellent,no,Sometimes,,no,Very Bad,medium,,-0.735984647,82.80420364700001
,poor,good,,very poor,very poor,poor,very poor,no,Always,yes,,Very Bad,low,,0.6694017130000001,50.201342424
good,very poor,excellent,,poor,poor,average,average,,,,yes,Good,medium,Lay turn thing old control couple production water remember floor.,-0.7413576900000001,80.83551950100001
excellent,excellent,,very poor,poor,average,poor,poor,yes,Always,,,Good,low,One various college focus play relate sell product author onto hospital letter.,0.04771194399999998,50.0
,,poor,average,good,excellent,very poor,poor,yes,Sometimes,,yes,Very Bad,low,Spend cover message account as whether everything beautiful decision thank professor.,-0.34361384500000003,50.0
poor,very poor,poor,excellent,average,good,excellent,good,no,Sometimes,no,,Very Bad,low,,-0.26615101,56.643041709
very poor,average,good,very poor,very poor,good,,average,,Often,yes,,Very Bad,medium,Employee care beyond summer raise stay point value ready without society science religious.,-0.9181198210000001,70.208655048
good,poor,poor,,average,very poor,poor,good,no,Always,,,Good,medium,,0.021954903999999997,77.453064531
good,average,excellent,good,,excellent,good,poor,yes,,,yes,Bad,medium,,0.66217914,72.74297626200001
poor,average,excellent,excellent,average,,very poor,average,,Often,yes,,Bad,medium,Commercial wrong staff level least stuff ever.,0.77440814,86.64123997
good,very poor,average,poor,poor,excellent,poor,very poor,,Never,yes,yes,Bad,low,Happen family recent federal later must to dog including need officer memory tonight.,-0.11461894700000001,52.484303214
average,,good,excellent,very poor,excellent,poor,excellent,yes,Sometimes,,,Very Bad,medium,,-0.40458493999999995,81.18540428900002
excellent,average,excellent,,excellent,excellent,very poor,,yes,,yes,no,Neutral,medium,,-0.7853323320000001,82.349138553
very poor,,average,excellent,,good,excellent,average,,Never,,yes,Neutral,medium,Old three simply hour from political camera name book pay feel maybe out.,-0.413143894,76.98634667900001
,poor,average,good,average,excellent,,excellent,yes,Often,no,no,Good,low,Choice character trade focus worker lot couple physical pay artist truth evening newspaper sort.,0.04010245700000001,65.7679693
poor,average,excellent,poor,very poor,very poor,,good,no,,no,no,Very Bad,medium,,-1.0,72.44471444400001
good,poor,good,excellent,average,poor,very poor,very poor,,Often,yes,no,Very Good,low,Middle fish raise religious treatment leave technology every later find.,-0.340140372,65.33705277
,,poor,excellent,good,average,good,average,yes,,no,yes,Very Bad,medium,,-0.286751262,76.54201382
average,good,very poor,average,good,very poor,,poor,no,Often,yes,,Very Bad,low,,0.481514552,62.23988443499999
excellent,excellent,excellent,very poor,very poor,excellent,good,very poor,no,Sometimes,no,yes,Very Good,low,Friend I relationship top great evidence experience.,0.738686712,56.97823615000001
excellent,average,average,good,very poor,excellent,very poor,poor,yes,Often,yes,no,Very Good,medium,,0.661661031,81.023182092
,average,excellent,excellent,average,good,very poor,very poor,,Sometimes,,no,Very Good,low,,-0.322108666,52.24283645
good,very poor,poor,excellent,good,average,average,poor,,,,yes,Very Bad,medium,Per push range recognize recent buy yes specific myself quality among.,0.7982528760000001,70.99182873
average,average,average,average,,average,excellent,very poor,,Never,,yes,Good,high,Down sort from foot this free Congress.,-0.97411527,91.66744699
,excellent,good,good,poor,excellent,,good,no,Always,yes,yes,Very Good,low,American official argue factor eight employee training bill factor ok.,-0.33475682700000003,62.212909638
very poor,poor,average,good,excellent,good,,very poor,,Often,,no,Neutral,medium,,-0.49291513400000003,89.13607059600001
poor,poor,poor,,good,poor,very poor,poor,,Always,,no,Neutral,low,,-0.363083344,50.0
good,poor,poor,excellent,good,,good,average,yes,Sometimes,yes,no,Neutral,medium,,-0.553168098,80.106210171
excellent,very poor,excellent,excellent,good,excellent,poor,poor,no,Sometimes,no,no,Good,high,,0.288639694,100.0
average,very poor,poor,good,good,very poor,very poor,average,yes,Always,yes,yes,Very Good,medium,,0.378179636,73.85127345000001
poor,average,very poor,good,good,poor,good,poor,no,Always,no,no,,low,,-0.21579087000000002,51.644229327
good,very poor,average,average,good,very poor,good,poor,,Often,yes,yes,Neutral,low,,-0.5340943069999999,62.826726771
poor,,average,,,average,,,yes,Sometimes,no,no,Good,medium,Town follow teach simply structure option point world experience.,-0.856379051,75.215485404
average,,poor,excellent,poor,very poor,good,very poor,,Often,,,,low,,-0.11901579600000001,67.690714509
very poor,,,poor,very poor,average,excellent,excellent,yes,Never,,,Neutral,medium,,-0.57753153,72.201836439
good,excellent,good,excellent,average,average,,very poor,yes,,,no,,high,,-0.291508977,100.0
poor,,average,average,,very poor,very poor,average,,Always,no,,Neutral,low,,-0.906814276,59.07452772599999
very poor,very poor,very poor,poor,very poor,,very poor,excellent,,Never,yes,no,Very Good,low,,0.6256431840000001,50.761985724
average,poor,,poor,very poor,very poor,average,average,,Never,,,Good,medium,System ahead statement beat professor least.,0.519524235,73.03654179
,very poor,poor,excellent,very poor,very poor,,very poor,no,Never,no,yes,Neutral,medium,Fill return item popular ball either score our event various.,0.21269161599999997,79.675552026
excellent,good,poor,,,good,excellent,,no,Never,yes,no,Very Bad,low,,0.893051024,68.67860919700001
good,average,good,average,,,poor,poor,yes,Never,yes,yes,Very Good,low,,0.708314262,53.032816539
very poor,very poor,excellent,average,poor,excellent,poor,,no,Sometimes,,yes,Neutral,low,,-0.262125318,50.0
poor,poor,very poor,poor,excellent,average,,good,yes,Sometimes,,yes,Good,medium,,0.678514321,76.804657776
good,excellent,poor,excellent,very poor,,good,excellent,no,Always,yes,,Good,high,,0.551501988,98.475111317
poor,very poor,poor,poor,poor,average,excellent,good,no,Sometimes,no,no,Neutral,low,,-0.326781934,54.361790658000004
excellent,,very poor,very poor,poor,,very poor,average,no,Always,yes,yes,Good,low,Full kind time television street effect.,-0.932514635,66.697156701
poor,excellent,excellent,excellent,average,,poor,very poor,,Sometimes,,yes,,high,Affect myself official dream network soon down himself election American evening cell.,-0.737968972,93.22767711
good,good,poor,very poor,good,,average,good,no,Sometimes,,no,Good,medium,,0.05700683099999998,87.854062698
excellent,excellent,good,good,average,poor,average,poor,no,Never,,yes,Very Bad,low,,-0.993892225,50.71971593
poor,good,average,average,average,very poor,very poor,poor,yes,Never,no,no,,medium,,0.7076610830000001,74.037549636
good,good,poor,poor,,,average,good,,Sometimes,yes,no,Neutral,medium,,-0.055159176000000004,88.455275217
excellent,,very poor,very poor,,excellent,average,excellent,yes,,,yes,,medium,,-0.612783962,71.690554562
average,poor,good,average,very poor,excellent,,poor,yes,,yes,no,Neutral,medium,Late decision important another finally physical after but international.,0.068802468,81.04102443
poor,good,,excellent,very poor,poor,very poor,good,no,Always,no,,,medium,,0.792269393,79.721461728
excellent,very poor,very poor,,poor,poor,good,poor,no,Always,yes,,Very Good,medium,,0.5107808899999999,73.33510148100001
poor,,excellent,average,average,excellent,poor,excellent,yes,Never,no,no,Neutral,high,Well question continue price instead we right.,0.600750264,98.09626576200002
,good,poor,average,very poor,poor,good,poor,no,Sometimes,yes,yes,,low,Property debate seem movie beyond Congress.,-0.8987754029999999,50.0
good,,,average,poor,good,poor,good,no,Never,yes,,,medium,,-0.16605286400000002,85.018890321
average,very poor,excellent,,excellent,,,,yes,Sometimes,no,yes,Bad,high,Win return administration garden voice market chair thought.,0.36271080600000005,98.992371335
excellent,,poor,poor,excellent,average,very poor,poor,no,Sometimes,no,,Neutral,low,,0.420625038,59.622159474
excellent,excellent,,,poor,excellent,excellent,good,no,Never,yes,,,high,Nice sea agreement along wonder around economic office whatever article information.,-0.6381145049999999,100.0
very poor,very poor,average,average,very poor,poor,very poor,very poor,no,Always,,,Good,low,Government air standard weight compare detail speak staff successful allow.,0.65532021,56.524304178
poor,excellent,,average,excellent,good,,good,yes,Never,no,,Neutral,low,,0.551461065,67.67623463700001
good,good,poor,excellent,good,very poor,excellent,poor,no,,,,Good,low,Memory ground enjoy gas nation writer as law simple around.,0.641373663,57.471636906
very poor,poor,excellent,poor,good,,good,very poor,no,Never,,no,Very Bad,medium,,0.039538378999999985,89.306630928
average,average,poor,,very poor,very poor,poor,excellent,yes,Often,yes,no,,low,,0.044975373999999985,66.52600949699999
very poor,,good,average,very poor,,average,good,,Sometimes,,no,Good,low,,0.02777555199999998,61.878949389000006
average,poor,poor,good,very poor,poor,,very poor,no,,no,yes,,low,,-0.6141102940000001,50.0
,good,excellent,average,average,very poor,excellent,excellent,,Always,,yes,,medium,,-0.033248103,81.552827697
very poor,average,excellent,excellent,poor,very poor,good,very poor,,Always,no,yes,Neutral,medium,,0.52970896,80.35477186499999
good,good,excellent,,good,average,good,very poor,,Sometimes,no,no,Very Bad,medium,,-0.950882233,82.96240015
good,poor,poor,very poor,,very poor,good,,,,yes,yes,Good,medium,,0.543464795,82.759409226
poor,excellent,poor,excellent,very poor,good,very poor,good,yes,Often,,,Neutral,medium,,-0.7798032159999999,81.78496164900001
,average,poor,average,good,,,excellent,yes,Always,no,yes,Good,medium,,-0.299789228,83.64771004
good,very poor,poor,,good,excellent,average,poor,yes,Sometimes,no,,Neutral,medium,,-0.441245023,76.77940514400001
excellent,good,very poor,poor,,excellent,excellent,good,,Often,,no,Neutral,high,,0.27744187,100.0
poor,average,poor,good,very poor,poor,very poor,,yes,Sometimes,,no,Bad,medium,,0.359326321,71.78153859
average,good,poor,excellent,poor,average,very poor,average,,,yes,,,medium,Under manager board see whom exist reach.,-0.9899799410000001,89.03754985500001
excellent,good,,poor,,excellent,,,no,Always,,,Bad,medium,International president form civil concern over but.,-0.587496749,81.210925939
very poor,,very poor,average,,average,good,,,Sometimes,yes,,Bad,low,,-0.872576367,58.141604537999996
poor,very poor,,very poor,good,good,average,very poor,no,,yes,no,Bad,medium,Spend early nor eat true rise pull onto affect weight.,0.228253178,86.128127775
average,poor,excellent,,good,very poor,average,average,,Often,,yes,Very Good,medium,,-0.509297358,89.556782697
excellent,,excellent,average,very poor,excellent,excellent,very poor,yes,Often,no,no,,low,,0.453753118,66.448578955
poor,,very poor,average,average,excellent,average,average,no,Often,,,Very Bad,medium,,-1.0,74.819690622
excellent,good,excellent,excellent,good,excellent,good,good,,Always,,no,,low,Pass low wait good item determine culture art assume baby.,0.9063634519999999,63.52434530200001
average,excellent,good,average,very poor,,excellent,average,,Never,,yes,,low,,0.789299816,55.867145774
good,average,,excellent,excellent,average,average,poor,no,Never,,no,Neutral,low,,-0.270685436,61.190727631
poor,good,,average,average,poor,,average,yes,Sometimes,no,,Very Good,low,,-0.08806226300000002,50.0
poor,excellent,,poor,poor,good,good,excellent,yes,Often,yes,yes,,medium,,0.42753589799999997,89.80347185100001
very poor,poor,,,very poor,good,good,,no,Sometimes,no,no,Very Bad,medium,,-0.05534872200000002,84.29355602999999
excellent,,excellent,very poor,,good,very poor,excellent,no,Never,,no,Good,medium,,1.0,87.522970623
average,average,average,good,very poor,poor,average,excellent,,Never,no,no,Very Good,low,Wrong describe wall local black answer.,0.7448937579999999,52.668243171
excellent,,very poor,,poor,very poor,good,,,Always,,,Very Bad,low,,-0.343307175,56.821774707
very poor,very poor,excellent,average,good,,,very poor,no,Sometimes,,yes,Good,medium,,0.7145075569999999,81.64856531699999
,very poor,excellent,poor,poor,very poor,good,good,yes,,no,yes,Very Good,low,Act low major sure modern car read deal entire quality attack.,-0.558680104,50.0
good,poor,very poor,average,good,excellent,poor,poor,,Sometimes,yes,no,Very Bad,medium,,0.44104276699999995,70.669988613
very poor,average,,poor,average,good,excellent,average,,Sometimes,,,Bad,medium,,0.59782139,70.676029485
,poor,,excellent,,good,good,good,,Never,no,yes,Very Bad,high,,-0.098439073,90.49131787
excellent,poor,average,average,average,average,very poor,average,no,Always,yes,no,Very Good,medium,,0.059686399,70.499347263
,average,good,excellent,poor,excellent,good,average,,Never,,yes,Bad,high,Indeed force picture far figure change appear anyone different enough majority particularly ready.,0.460618741,96.54889898500001
very poor,good,very poor,average,excellent,very poor,good,very poor,yes,Sometimes,no,yes,Very Good,medium,Shake think agree almost he head listen human.,-0.391484035,79.798057731
excellent,,good,very poor,good,,,,,Sometimes,yes,yes,,medium,Not arrive evening amount on mother marriage court under day general media TV.,-0.861654809,75.29860203
very poor,,poor,average,,average,poor,excellent,yes,Sometimes,,yes,Good,medium,,0.6783890960000001,78.594320394
good,very poor,average,very poor,excellent,average,average,average,yes,,no,yes,Bad,low,,-0.529573554,69.74650292400001
excellent,average,poor,average,good,very poor,,good,no,,yes,no,Neutral,low,,-0.273687252,50.0
excellent,poor,poor,excellent,good,good,average,average,,Often,,,Very Good,low,,-0.128467376,66.47452065
,,poor,average,poor,very poor,poor,average,yes,Often,no,,Good,medium,Family traditional prove social right group enter production owner world southern exist term.,-1.0,88.980221394
poor,very poor,very poor,,,excellent,very poor,excellent,yes,Never,,,Very Bad,medium,,0.5593398940000001,79.77633077700001
very poor,,average,good,very poor,average,,very poor,yes,Always,no,no,Very Bad,medium,,-0.35892023900000003,74.487410352
,average,excellent,poor,,very poor,average,good,,Often,,,,low,,0.095563171,69.26525639100001
poor,good,average,average,very poor,poor,poor,very poor,,Never,,,Very Good,low,,0.362100103,61.646824296
average,very poor,good,,average,,excellent,very poor,yes,Sometimes,no,yes,Good,medium,,-0.586597147,77.690436831
,poor,poor,very poor,average,average,,,yes,Often,yes,yes,Very Good,medium,,0.46954488599999994,74.559377358
excellent,poor,average,average,excellent,excellent,good,good,no,Sometimes,yes,no,Very Good,medium,,0.15583512400000002,78.218484289
average,,good,,poor,poor,average,very poor,yes,Never,yes,yes,,low,Take guess successful new especially act everybody choice west surface.,-0.658839926,50.663159838
,poor,excellent,good,very poor,poor,very poor,excellent,,Never,no,no,Bad,medium,Generation community tough end phone away produce small practice value.,-0.20683299900000002,82.914599637
poor,excellent,,average,good,excellent,poor,excellent,yes,Often,yes,no,,medium,,-0.472904402,71.815926776
poor,average,excellent,average,,,excellent,very poor,,,no,,Bad,high,Phone already decision quality rule bank future might baby past daughter nothing blue official.,0.223939774,97.01916162
good,good,excellent,average,very poor,good,good,poor,yes,,yes,no,Good,medium,,-0.215085878,81.933418071
,good,average,good,average,very poor,average,excellent,,Always,yes,no,Very Good,high,,-0.658710709,93.08883534
good,excellent,poor,poor,average,poor,excellent,average,no,Never,yes,no,Good,medium,,-1.0,86.297867505
very poor,good,excellent,good,average,very poor,excellent,good,,Often,,yes,Good,low,,-0.037343648,58.85421079
good,poor,,average,very poor,poor,good,average,no,Sometimes,no,,Very Good,low,,0.577971603,69.17142437999999
excellent,average,,good,,poor,poor,poor,,Always,,no,Bad,low,,-0.439447527,53.858811141000004
excellent,,very poor,very poor,,average,very poor,,yes,Always,,,,medium,,0.21195328599999996,78.885967311
